,rate,date,review
87,8,"May 16, 2023","Minor spoilers! I think the first movie was better IMO but this still told an amazing story continuing from the first Avatar movie where in the year 2154, Jake sully is trying to finding a purpose in a sickened world after being paralyzed waist down from being in the Marines. He eventually finds something to fight for on a moon called pandora after being sent there to take his brothers place. Avatar 2’s story takes place 14 years from the first movie, and it shows Jakes continuation to fight for the beautiful extraterrestrial moon, doing anything to protect his family and his new home-world from the RDA once more, and doing it with even better visuals than ever before"
88,0,"May 16, 2023","my eyes glazed over/glanced off it.  is that the expression? basically i couldn't engage with this visual vomit and terrible story telling and insipid acting.

if you were involved in the making of this movie, i'm sorry."
89,3,"May 14, 2023","as soon as a musical comes in a few minutes later, you can tell that something is wrong.
it's another pro ""join the army"" movie - with heliocentric touches that are already too crude, but hey, it's the sequence ...
good visual effects, the hero already smokes joints, and lets his kids swear... surely, for the 4th/5th installment as well as King Kong, the blue beings will be taken or will have to go to New York. at some point I already felt like I was watching one of those 1998 Hallamark series."
90,10,"May 11, 2023","Another beautiful film, a beautiful story, and great CGI ......love it RIP James Horner"
91,7,"Apr 26, 2023",Better than 1st movie but not to my taste Better than 1st movie but not to my taste
92,6,"Apr 24, 2023","Whilst I don't really understand what the ""woke"" comments are actually referring to in the review section, the movie for me was weak because of how old-fashioned it actually felt.
The dialogue was so poor, when it wasn't making trite, self-referential call-backs to the previous movies characters, locations and specialised flora and fauna, expecting the audience to remember who died, who lived, and what plants and animals names were in a movie from 14 years ago, it was being cringeworthy, with characters referring to eachother as ""bro"" every 30 seconds.
I expected a screenplay to make those kind of basic mistake 20+ years ago(like Lord of the Rings did), but not now.
These days a script should go through at least a dozen hands before it's filmed, let alone had a decades worth of CGI work on it, but apparently that's too much compromising of his pure artistic vision, for Cameron.
Shame, because I think this will be the last Avatar, I watch. He's not moving movies forward, here. This has taken several steps back."
93,7,"Apr 24, 2023",It lack the amazement of the first one. This one focused too much on rivalry of Jake and Quaritch which lose the focus of the human and avatar it self
94,5,"Apr 22, 2023",There are games with much better dialog and plot than this movie. Also PC graphics are getting real close in terms of visual quality and they are rendered in real time. Theis movie is already obsolete. The next ones probably won't make enough to cover the budget.
95,1,"Apr 19, 2023","What a tiresome, insulting, pandering movie. Yes, the special effects are shiny and perfect, but if you look past the effects, the script is terrible. Too many overused tropes draw out this thin story. Predictable and cliched character turns and plot twists run throughout this movie. I guess if you make 3 billion on the first movie, no one can tell you, ""not quite there"" on the second."
96,5,"Apr 18, 2023",After 13 years i was waiting for a new masterpiece by James Cameron but i must say that this movie isn't a masterpiece. Unlike the First part this movie has nearly the same Story i give a short Overview. The same vilain from the first part comes Back to pandora for vangeance against Jake sully but this time in the shape of an Avatar. Meanwhile Jake sully get a Family with four children and for sure he has to protect them from Quaritch (Name of the vilain) and has to leave their Tribe. Eventually they became residents of the water tribes. And at this Point we have the same Story  The huma Military starts a war against everything wich is associatet with the water World of pandora. The Special effects however are the best i have Seen. But this is not the most important thing for me the Story must fits in. All in all the second Part of this Journey was Not as good as the First one and i was disappointed.
97,9,"Apr 17, 2023","Avatar The Way of Water is a visually stunning film that is also emotionally engrossing, and a worthy sequel to the original hit. The highest grossing film of all time isn't easy to live up to, and Avatar 2's pacing does suffer from time to time, it feels occasionally clunky because it has to serve as a continuation of a story very much wrapped up, but a prequel to the real meat of the story that's happening the subsequent three sequels. While the film doesn't accomplish all those in strides, it still makes a great theatrical experience."
98,6,"Apr 17, 2023","I think the only and biggest thing that's bad about this movie is the script. Compared to the first movie, the character motivations (especially our antagonist) are very weak. It is hard to know why the characters do what they do. We keep watching scenes of kidnapping and rescue. The visuals and Zoe Saldana as Neytiri are the biggest things that carry the movie to 6 points."
99,3,"Apr 16, 2023","It's quite an indulgent movie by the makers. But not an entertaining one. There are long periods of dull insignificance, without entertainment that made it insufferable for me. It's easily twice as long as the the substance of it can justify.

The odd contradiction here is the mixture of violence with new age wonder and beauty. People who enjoy action movies don't tend to be interested in connections with the universe and the long periods of moving wallpaper. And people who are enlightened don't generally want to watch people being shot at and blown up.

And on the action part, the degree to which people we're supposed to care about are continually in peril and miraculously survive is painful to watch. I just didn't care pretty from even early on when the pattern of plot armour became clear. And it is not believable for any battle to even be a contest. I don't know how any country on our planet was ever colonised frankly.

Finally, for me, the visual character design is a problem because for all of the technology thrown at this, the people do not seem 'real'. They're closer to smurfs than people and I have never shaken that feeling. The franchise is made from characters whose design will always appear fake no matter how well rendered.

I would never pay nor choose to watch an Avatar movie."
100,5,"Apr 15, 2023","Dang, despite people hating on the first avatar in the last couple years it has a special place in my heart. No the writing wasn't great in the first movie, and no the characters weren't all that deep. Yet we got an incredibly awe inspiring journey to another world, and the cgi was absolutely perfect throughout the entire movie. So my expectations for Avatar 2 were maybe too high. Honestly the CGI while amazing at times, is also incredibly bad at other times, an issue highlighted by the higher framerate that makes many of the action scenes look completely unrealistic. The colors were too saturated as well, going back to the first movie the second looks like an instagramer that just realized there's a saturation slider. Then there's the writing, it's just inexplicably terrible and full of plotholes in this movie. Was unobtanium a good plot device in the first movie? Arguably not. However they literally create unobtanium 2.0, forget that unobtanium exists, AND decide despite their new incredible cloning and consciousness technology they better go out there and risk body and limb to kill pacifist whales, cause someone has to be a cringe fat white ahab of course. Speaking of which, I absolutely loathe the boat captain, bad writing, bad acting, and all his scenes are loaded with bad cgi that sticks out like a sore thumb. Then we move on to the bad writing of the family, why the HELL are the kids saying bro and cuz? We literally got introduced to naavi slang in the first movie, stick with it. Also the family is just awful, an older brother with zero development, an annoyingly generic little sister, jesus girl, the only one you want to care for is the younger brother. Then there's Jake and Naytiri, I assume it had to be a decision to make them terrible parents but WOW even for bad parents these ones are particularly crappy, badly written bad parents in my book, and I say that as someone who had terrible parents. Lastly the overall plot is just plain bad, it's all over the place and has tons (and I mean, TONS) of plotholes. Why does Jake just abandon his people when humans are raining down ships capable of Independence Day scales of annihilation? Those ships weren't hunting Jake, their goal was to annihilate his people... Moreover if he removes his family from his people to ""protect them"" what does that say about the people he is dooming? lol, it isn't acknowledged until the very end of the movie but any half decent leader would wonder why the greatest warrior abandoned his people. Another huge plothole is cloning technology, it removes the need for anti-aging, and it removes the need for naavi avatars frankly. Lastly if the whales are so revered by the naavi, why do they not do anything about the harvesting? I don't remember it being addressed even once in the movie, the whales are pacifists not the naavi. Lastly, humans are shown to have remarkably improved technology since the first movie, so why the bloody hell are they using BOATS?! At a certain point when your ship can do everything a specific boat becomes hilariously unnecessary, they could literally just hover above a whale and snatch it like a claw game if they wanted, the amount of plothole contrivance to put whaling in the movie was just irritating.

I really wanted to love this movie, but it just felt like everyone was so focused on the CGI that they forgot about the rest of the movie. They could have cut out 2/3 of the family power-ra-ra you can do it scenes, they could have cut out the fat fisherman entirely, they could have cut out a solid hour of the movie and it simply would have been better for it. Then annoyingly the CGI isn't even that great, when it's great it's WILDLY great, and yet so many action scenes and bits of bad lighting stick out like thorns in the movie. This movie feels like it was made my old white people, who were sticking to their list of corporate approved checkboxes, all the while cracking the whip on their CGI staff to make the ""right"" scenes look good and let others suffer."
101,8,"Apr 15, 2023","Avater the way of water is an incredibly beautiful film. It continues the story from the first film. The film is a must-see because it is a visual masterpiece. The story is illogical in some parts but overall it is ok. Sometimes the scenes were long winded and didn't have much value to the story a shortening of a few scenes wouldn't be bad.

The world (Pandora) is presented in great detail. You learn more about the planet and the creatures that live there. Fans of the first film who have waited 13 years will not be disappointed.

You should definitely watch the film, because it is not every day that there are such great films that take you on a journey into their world."
102,1,"Apr 10, 2023","I don't know what got into me buying this to watch at home. I lost interest in going into cinemas a few years ago and I should had stayed with it. I'm currently watching this absolutely boring movie, the 2nd day. I stopped after the 1st hour cause it was so boring and now I'm just wanna get over with it, writing this critic while still 1 hour to go. Yes, graphics are good, but I'm a Gamer and it's not like back in 2009 when this art wasn't common or easy to get at home. But now it is and beside that this movie has nothing."
103,10,"Apr 7, 2023",Absolute masterpiece yet again! What a gorgous tale and a gorgoues universe
104,5,"Apr 5, 2023","I will give this movie full points on its amazing visual effects and how much it will impact the film industry going forward. But as a story, this movie fails miserably to be worth the many years wait for a sequel to Avatar 1.

The movie unfortunately falls along the same lines of the Star Wars sequels and the Pirates of the Caribbean franchises; lots of visual flair and spectacle, but absolutely terrible story-telling that ultimately a rehash of the previous movie(s) and destroys everything the original(s) established.

I didn't expect Disney to do much better with this considering what they've done and are doing with the other franchises they're milking for all they're worth, and unfortunately this movie is no exception.

So if you want to watch a movie that has state-of-the-art visual affects and can afford the IMAX 3-D ticket, definitely check this movie out. But for a quality cinematic experience, this film only delivers half of what's to be expected."
105,0,"Apr 4, 2023","Bro, the graphics looks like season 1 of the animated series 'attack of the clones'. The plot holes and retconning are all over the place, bro. On the plus side, the script is so bro, the most bro, you can't even bro as much as this bro bros!

bro"
106,5,"Apr 2, 2023","Movie sequels often fail, but every sequel Cameron has directed (Terminator 2, Aliens) has been highly praised. However, this film is not as good as those.

I found the images fascinating. Beautiful and fascinating. I went to see this movie in the theater in 3D and it looks amazing. It looks like a real ocean. However, some people seem to think that these wonderful and moving images are the saving grace of the somber storyline, but clearly they are not.

What's worse, there is a great sense of deja vu. The content is roughly the same, just in a different location. We unite to fight the skypeople who are repeatedly destroying the environment. That's it. It would have been nice if the sequel had added a surprise, like in the case of Terminator, but I'm getting tired of being shown images I've already seen. If the story is universal, it will never be as good as the original, no matter how good the visuals are.

There is also a problem with the characterization. Jake, who fights bravely and whom I liked a lot in the previous film, is always angry at his son and is not as prominent as in the previous film, which makes him less sympathetic. There aren't many other characters that I really like (although I like Tulkun), and it's still difficult to make a sequel.

Cameron must know how to make a good sequel. And it's never about relying on visuals and borrowing heavily from the previous film.Movie sequels often fail, but every sequel Cameron has directed (Terminator 2, Aliens) has been highly praised. However, this film is not as good as those."
107,0,"Apr 2, 2023","Violence is the solution. Hollywood's word.
At least they used to put more effort into manipulating the masses."
108,7,"Apr 1, 2023","It looks nice, but it's way too long for the simple plot it was trying to convey, the characters are misused and fill the plot for no real reason besides for getting plot-specific McGuffins to advance the story, only the story doesn't go anyway besides for a negative body count.

VFX: 20/10, The visuals of this film can probably cure blindness.
Story and plot: 4/10, very below standard nothing that gets you thinking.
Characters: 6/10, not that many exciting characters besides Jake and His Wife and a child that technically isn't his.
Action: 8/10, good action but not overly satisfying.

It's a 7/10, overall, it's not a bad film, it's just a simple one, with no depth, it's pretty much the aftermath of the first film and not a sequel that goes somewhere significant. Though I would probably watch the third movie, to see the revenge plot play out, hopefully, the 3rd movie is not 4 hours, James should focus on putting more time into Story and Plot and not showing glowing lights for 30 minutes."
109,5,"Mar 31, 2023","Sanctimonious claptrap! Story was poor - I really didn't care who won or lost! All the male characters were either idiots or kinda racist. And all that bro and cuz crap - so annoying! And the cultural appropriation was ridiculous. ON the plus side, the CGI was great - a believable world! 3 hours was way too long though - could've + should've been over and done with in 1.5hrs."
110,2,"Mar 30, 2023","Cameron gave an outline to a group of screenwriters and said: ""Come up with a sequel. You've got 3 weeks""

And thus was born Avatar: Way of the Water

The entire movie felt forced in most parts. Unnatural. Thrust from one sequence to the next without continuity or reason.

Don't get me wrong, there are a few good scenes and it's a visual feast. But then Jake and his family are completely abandoned at the end, and left to fight the general by themselves. WHAT?!? Mind-numbing amateur hour first-draft screenwriting."
111,2,"Mar 29, 2023","Metacritic really has to do something about all those fake 10 reviews. NOBODY is fan of Avatar, nobody thought it was a great movie, the CGI is the only quality of the movie but the rest is the worse writing and plot I've seen in years."
112,0,"Mar 28, 2023",This movie was so very underwhelming and unnecessary that I truly wish I had folded my underwear and ironed my socks instead of watching it.
113,7,"Mar 27, 2023","+Spectacular visual effects throughout
+/-Cheesy plot
-Characters feel basic and two dimensional -The world of pandora is less magical the second time around This is as fantastical as it is trope filled and yet it was a very entertaining 3+ HR runtime. Hopefully there's a longer cut being released as the plot feels rushed and barebones with fewer dramatic stakes than the first movie. **** many times can the kids get lost/in jeopardy??? A marvelous looking, certainly entertaining imperfect film."
114,4,"Mar 25, 2023","Like most sequels, Way of Water is not nearly as good as the original. Although it is better than many movies and shows produced in recent years. By current standards, it's a watchable movie, but by a standard of quality storytelling, it's way below average. Had this movie come out at a different time, it would be barely passable. But modern entertainment writers are arrogant, incompetent buffoons who have significantly lowered the standards by which movies/shows are judged.

The characters are uninteresting and generic. The heavy focus on children makes it worse. They were know-it-all little brats who constantly caused problems by never doing what they were told. All the characters lacked the depth and nuance of the first movie, not that it had a lot, but this one has almost none. The writing for the main female sea people character, I didn't learn her name, was wholly inconsistent. It's like she was a different character in every scene.

The dialogue was absurd. It was right out of a modern teen drama. Yo, bro, why do children on Pandora speak like they are from any generic American high school. I was expecting them to start singing hip-hop songs and posting videos on TicTok.

The plot was atrocious. The sky people (i.e. evil white people) harvesting an anti-agathic is exactly the same plot as mining unobtanium in Avatar. The same type of MacGuffin. It's amazing how Pandora has so many important resources. While I understand the theme and the critique of human civilization, it would be better if they were not racist in the process. Note how the sky people are white. If the woketainment industry was really about diversity and representation, then the sky people would be mixed. Also, there is no way children are going to save the world. They are far too narcissistic and ignorant. Compared to Avatar, the action sequences were significantly less entertaining. In Avatar the hunter/prey aspect and novel setting helped make the action sequences interesting. In Way of Water I didn't care when the children were being hunted. The story had done very little to make me care about the characters other than point out who their parents were. Otherwise, they were generic and boring. I didn't care when the one boy died. On the contrary, one fewer little brat made the movie slightly better.

The CGI was passable, but even TV commercial have CGI. At this point CGI is no different than moving pictures and sound. CGI is expected, not special. That a modern movie has CGI is meaningless.

Overall, Way of Water is a barely passable, somewhat boring, sequel of a popular movie that fails to capture the allure of the first or create any appeal of it's on. Avatar left me wanting to see more, while I was glad when Way Too Long was over."
115,10,"Mar 18, 2023",Both this and the first movie are perfect escapism and I am very biased - 10/10.
116,3,"Mar 14, 2023","Worth seeing 20 minutes worth for the advancement in what is technical possible.  After that,  I don't see how anyone can sit through such manipulative,  gratuitous cruelty.  I walked out. If it was historical,  MAYBE you could justify watching watching mother and cub animals being killed, and over-the-top inhuman treatment of everyone else,  but since this is fantasy,  it's a hard pass."
117,10,"Mar 13, 2023",The best movie I've seen in a long time. Especially in theaters. The experience was just amazing.
118,7,"Mar 11, 2023","Although I don't think it was as good as the original, this is definitely worth your time. Awesome visuals and action. The only significant complaint I have is that it goes on for too long, probably a solid 30 minutes of bloat that doesn't need to be there."
119,10,"Mar 10, 2023","Visually beautiful, plot is very well executed and the characters are done so well!!! My favorite movie"
120,10,"Mar 9, 2023",Fly away!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
121,6,"Mar 5, 2023",Bringing back Quaritch is the low point of this movie. Its simply lame writing....
122,6,"Mar 1, 2023","The best 3d effects ive seen in a movie to date. Most of the best parts of the movie are in the first hour though, didnt really care for the beach environment, kinda dull compared to the jungle. Movie defitiely couldve been 15-25 min shorter as the main characters and story basically take a break in the middle of the film for filler.  Pretty good for a first watch, but would be harder to rewatch given the length and thin plot..."
123,7,"Feb 28, 2023","This movie is meant to transport you to an alien world and marvel at how real it looks and feels. If you saw this in the cinemas (and 3D) like a good boy, you may rate it 8-9 out of 10. Apart from the setting change, there isn't very much new in this sequal, but it serves it's purpose; immersing you and preparing the world for more. Worth the wait, and lays out the groundwork to build upon."
124,9,"Feb 26, 2023","Avatar 2 is the almost perfect sequel, but lamentably falls a little bit short on things that made the original so great, but at the same time, knows and accomplish to keep most of them, and even some improvements. This movie is full of surprises, which is what makes it so special. Sigourney Weaver as Kiri is phenomenal, all of the Tulkun story, and the perfect shot chase scenes and new characters with their relationships are a few. All of the cast does a great job, but Weaver manages to outpace herself. The actions scenes are out of this world, perfect in every way, James Cameron should win Best Director, because his direction leads the movie into a new level. The children of Jake and Neytiri are highlights, all of them. They nailed their family bond, siblings bonds and each own, especially Lo’ak and Kiri have room to deliver more than the rest, whether is a love story or something else. The emotional impact is huge, everything makes it so big, performances, the direction, all of it just makes you want to cry, or laugh or even feel a little bit emotional. But now, let’s say when it fails. Most of the more boring parts are because Quaritch and Spider, both characters feel out of place, and their journey is very slow, and it’s almost like you have already seen this, instead of focusing on them, they should have let Neytiri be a main character again, and explore more of Ronal’s and a much more interesting villian. The beach and it’s creatures are gorgeous, but to me at least, the forest continues to be more impressive. Neteyam shoud rest in the forest, not in the water, all he wanted was to go home. Eventually, Avatar 2 is an amazing film, and everything I’ve pointed out are things that I don’t hate, just wish to change, but it’s great points are so much more stronger than the weaker parts. I hope we get a better villain for the third."
125,8,"Feb 26, 2023","I enjoyed this movie so much. I watched it on 3D 48FPS and the experience was amazing. If you like James Cameron, you know what you are going to get, a masterpiece."
126,10,"Feb 24, 2023",This movie extremely well made . Even do is now with Disney. Cameron still made his art come to life from a village stand point and best survival instinct  . If you really think about it avatar is like a join of human and machines . Story is fantastic . I was entertain the hole way. A movie with a story and no agenda . I really wanted to see it again like in a few days . It was that good.Totally free to be on the movie with my thoughts and just relax to a great story  effects and Beauty artwork and music
127,4,"Feb 22, 2023","Same fate as Indepedence day 2. AAA top notch effects and CGI, but B-movie story with plenty of plotholes and inconsistencies. Dull characters, popping randomly in and out. 3 hours long movie, but 1 year intro story packed in first 7 minutes.  Feels more like ""straight-to-dvd"". Sorry i realy cannot give more than 4/10. Such a shame."
128,5,"Feb 20, 2023","Visually very beautiful and different, but the story felt weak and the same as with so many other movies of its genre."
129,4,"Feb 17, 2023",The first movie was great. The way of water was very boring and bland. Don't bother watching not worth.
130,10,"Feb 17, 2023",Stunning world building and cgi. A simple story told with heartfelt sincerity. The best 3d in the market.
131,6,"Feb 16, 2023","Moved by the visual allure & family themes.. The storytelling/characterizations felt a bit forced this time around. Movie is a bit overhyped, but not for the eyegasmic visuals."
132,6,"Feb 14, 2023","The plot was silly and somewhat predictable.  The special 3D effects were outstanding.  The movie was too long.  I hope the next installment has a better, more engaging story."
133,10,"Feb 14, 2023",I absolutely loved this film. The special effects and visual style createda  world that I literally thought I could reach out and touch at times. Absolutely astounding visual and experience you shouldn't misss
134,5,"Feb 13, 2023","Positive: its SF
Negative: its not SF. Its about tribal people, Maori traditions, whales and flying fish but both enlarged. You don't fight a modern army with bow and arrow. Even centuries ago that failed! And like in the first film its unlikely that the military are all such evil people. Although thinking of Poetin... And the whole notion of avatars becomes totally useless if you can walk around with just a breathing mask...
Mixed: Its about family. And so for young people who hopefully pick up the taste for real SF"
135,10,"Feb 12, 2023","Loved it, never been so immersed. Was in the edge of my seat, either by suspense, sheer see in the 3D visuals or writhing in emotions. Amazing rollercoaster and journey of a movie."
136,8,"Feb 12, 2023","Excellente suite moins manichéenne que le 1er. Des visuels incroyable, un film à voir et revoir."
137,4,"Feb 10, 2023","I didn't like the way it started out plus the movie was to lengthy.  I went to sleep and now to see what I missed, I will have to wait until it is released on cable."
138,8,"Feb 10, 2023",Really worth the time to go see in the Cinema. The visuals really life this above most movies. Wasn't a fan of the first movie but this one has a much stronger story.
139,7,"Feb 8, 2023","Loved the first one, but unfortunately it gets a lower score because I feel exactly the same way I did about it as I did the first one:

Terrible story, beautiful CGI.

Unfortunately, the latter is no longer as impressive.  Learn how to write, Cameron."
140,6,"Feb 7, 2023","Pretty meh movie. About an hour and a half to long with lots of plot holes, characters making stupid or bad choices, and cringy writing. Action was well choreographed and visuals are stunning."
141,10,"Feb 6, 2023","Despite being a very long movie Avatar: The Way of the Water at times is a superior sequel. That is more beautiful to look at “especially in IMAX 3D.” With some better action and adventure.
The movie might even manage to make the Avatar haters fans. Even if James Cameron doesn’t have something so good on his hands. That he can drag it out to seven movies."
142,6,"Feb 6, 2023","While the visuals and set pieces may be top of the line, the story and characters feel like they've aged by a decade. This movie isn't bad, but just not worth waiting 14 years for what feels like the original Avatar, but just made to capitalize on the highest grossing film of all time. The runtime may make you believe that it's full of character development, world building, and badass action, but instead drones on nothing for the entire middle section, but may entertain most people based on spectacle alone. Avatar: The Way of Water just feels like a cash grab with much visual detail and action near the end, but lacks in writing, pacing, story, characters, and pretty much any other aspect."
143,0,"Feb 5, 2023",Absolute trash - nothing more to say. Don’t waste your time and money on this garbage.
144,7,"Feb 4, 2023","Idgaf what **** Mark Kermode thinks or any crony film journo. People can dislike it, I just hate film journalists"
145,7,"Feb 4, 2023","I have to admit the plot needs a lot of work. But the special effects are as good as I've ever seen, especially in 3D. Non-stop action and some interesting and cute look-alikes for the children in the special effects. A bit of overacting and it's kind of dumb when the plot is this average. We'd rate it: ""go ahead and see it in 3D, but don't buy the DVD."""
146,9,"Feb 4, 2023","A real slap. Once again Cameron is moving the CGI forward considerably. The technique is remarkable: the facial expressions, the rendering of the liquids, the environment, etc... The soundtrack is majestic and immersive. I was able to see the film in Dolby Atmos, and that adds more immersion. The scenario when it - without spoiler-, is however not revolutionary, but it works. He is fairly fair in the father-son emotion in particular. I had concerns about Disney, but the film seems to have been consciously directed by Cameron. Can't wait to see the next episodes of the saga."
147,10,"Feb 3, 2023","Nice movie, the scene the graphics actions everything is perfect can't wait for avatar 3"
148,8,"Feb 3, 2023","So Now the Human People like We Back Yo! And then blue people like oh no! so they find the blue people that swim and then Humans like ""Its Human Time"" again but they also blue too"
149,8,"Feb 3, 2023","Avtar visuals are best in the world but a bit lengthy.
Movie is really well made and it keeps you engaged till end.
My metascore  75/100"
150,10,"Feb 1, 2023","Heart warming movie, beautiful story with fabulous actors, a real world apart ! To watch absolutely again and again"
151,8,"Feb 1, 2023",More world building and innovation. The film felt like a piece of a larger puzzle and given that it's feels incomplete I feel like 8 is a fair score.
152,6,"Feb 1, 2023",Bonding with nature and family but in water. Cause like Dominic Toretto said. You don’t turn your back on family. Even when they do.
153,9,"Feb 1, 2023","this movie will define cinema for years and years to come. just like we study the works of kubrick and scorsese, film students will come to learn about the level of filmmaking consistenty shown by one James Cameron. simply put, the visuals in this movie were JAW DROPPING. my wife and I left the theater with the same feeling we had during the first avengers movie, one of pure joy. kudos to the people who worked on this movie for making something truly special. took one point off cause I don't like how negatively the military was portrayed."
154,10,"Feb 1, 2023","HOLY MOLY THIS MOVIE IS CRAZY IN IMAX. Honestly, this movie is real and a perfect sequel to the original Avatar. For a damn sequel, they added characters that fit in with the story and I am so hyped for a potential 3rd movie. The ending was extremely amazing and I would recommend it to everyone."
155,8,"Jan 31, 2023","Um espetáculo visual! Faz sentido esperar tanto tempo pro CGI evoluir e conseguirem reproduzir mundos tão detalhados e cheios de vida. A historia é bem simples, mas a interação dos personagens com o ecossistema do planeta é muito bom."
156,6,"Jan 30, 2023",Beautiful but dumb; good for a one-time watch in the highest-quality 3D cinema (but even there I was falling asleep and feeling restless towards the end; I usually like long movies but Avatar really drags).
157,9,"Jan 29, 2023","Exceptional visuals. The story is rather flat, however. But overall definitely worth watching"
158,4,"Jan 29, 2023","This product is not a movie. The structure and writting is very basic. The ""acting"" is just some CGI Smurfs. Another beautiful screensaver made for IMAX entertainment."
159,8,"Jan 28, 2023",I was worried that after such a long split between films it wouldn't live up to the greatness of the first Avatar but I was wrong. I look forward to watching the rest of the Movies
160,10,"Jan 28, 2023","This movie is amazing. Better than the first. If you liked the first movie, you will definitely like this one."
161,1,"Jan 27, 2023","So bad.... I went in knowing it was going to be predictable, boring, and over the top with graphics. It was worse than I thought. A central problem with both the first movie and the second one is Sam Worthington. The actor is terrible, the character is boring, and simplistic with no depth. Within 3 minutes it was worse than I expected. So bad."
162,1,"Jan 27, 2023","There is zero creativity in this movie.  It's the same story as the first movie, but now with added moisture.  The same villain, bought back from the dead, the same plot, the same protagonist.  A fish replaces the bird as the beast everyone is scared of.  Bored senseless for 3.5 hours.

Just watch the first film with a glass of water in front of your eyes."
163,9,"Jan 26, 2023","This movie is a visual masterpiece. If you enjoyed the first movie you will inevitably enjoy this one too. Sure, the story isn’t revolutionary, but we’re not trying to reinvent the wheel in that regard. It’s the ground breaking technology and innovative ways of filmmaking that James Cameron is pursuing with this franchise. Something he’s clearly wanted to dissect and break down for a long time. Visual effects in other Hollywood films are unmatched to The Way of Water. This is why I pay money to go to the movie theatre."
164,10,"Jan 26, 2023",Avatar The Way Of Water is a visually entertaining sequel its predecessor which delivers what fans want.
165,4,"Jan 25, 2023","The second installment failed to surprise me, not even visually - and i was adamant beforehand that this vastly successful flick would succeed in doing just that, impartial of the consistency of its storyline and characters.
On the contrary, the sum of its parts achieved the opposite. The plot does not appear to make any sense and delivers very little of substance. On top of that, there is no real concluding consequences either, despite it trying so hard to summon emotional attachment to the characters. I am amazed by the lack of creativity, also - one of the strengths of the first movie. It was all same, same, but with fins and in a different shade of blue. Visuals and sound, while indisputably top-notch, could not convince me to overlook the lack of a meaningful plot, three-dimensional & relatable characters and the creative cultural & environmental exploration of 'The Way of Water'. In the end, i am left with huge disappointment. At least, i was not expecting that. I am giving it a 4 out of 10, because of its gorgeous, but expected visuals."
166,6,"Jan 25, 2023","When a sequel is half an hour longer than the original, you'd think that there would be more story to justify that runtime. But it largely feels like a repeat in a new setting. If the audience is familiar with what is already established, then the movie should be shorter!

The special effects are spectacular, and I went to a 3D showing to be as immersed in them as I could. But there is so much focus on immersion that the plot is stretched thin. Was it really necessary to show the water and forest tribes make repeated attempts at bonding?

At least the action sequences are enjoyable. They are also extensive in length, but it felt like a pay-off for sitting through the lethargic second act. One of the deaths, though only shown briefly, was a dismemberment, which was unexpected in a PG-13 movie. ""Avatar 2"" is technically well-made, but my level of entertainment was inconsistent. James Cameron claims that this movie is just ""setting the table"" for the ""Avatar"" installments to come. If we get a more substantial plot next time, let's hope the runtime doesn't stretch even longer."
167,3,"Jan 24, 2023","oof , a movie way too hyped ,yeah the movie have incredible ****'s all it have to offer
seriously when i watched the movie i was like ""yeah it's beautiful, but for five minutes FOR GOD SAKE""

it's way too long for nothing,i literraly see the characters like ""oh no ! the humans are coming back !...LET'S GO TO WATERWORLD WOOOOOO""

it's so absurd,the characters take lots of absurd desisions and they're completly ignore the human menace for half of the movie

and at the end they are like ""oh no,running away of our problems is not the solution""

yeah if you attach a lot of importance to coherence and the scenario, avoid this, you will get bored and then get angry"
