rating,date,review
1.0,2023-01-04,"Je suis tellement déçue de ce deuxième Avatar.. Évidemment si on ne juge que l’aspect esthétique, ce film est extrêmement travaillé et les images sont sublimes. Mais le scénario est si pauvre… Les émotions ne sont pas au rendez vous, l’histoire est fade et les personnages sont lisses. Les événements sont prévisibles, et on s’ennuie… 3h de film dans un scénario très manichéen, la profondeur et la subtilité du premier Avatar sont manquantes. C’est vraiment dommage …"
2.0,2023-07-09,"Je m'étais préparé à trois heures de bonheur, Quand le mot fin est apparu sur l'écran, c'est le sentiment de déception qui dominait. Que je me fasse bien comprendre, je ne rejoindrais certes pas le camp de ceux qui ont trouvé ça nul ne serait ce qu'en raison de l'inventivité et de la beauté des images. Mais là où le film pêche, c'est sur on scénario, le fait qu'un scénario soit simpliste n'est pas grave en soi (beaucoup de westerns le sont et ça passe crème) , mais qu'il soit primaire est bien plus préoccupant. Il n'y a aucune tension, ce sont les gentils contre le vilain méchant sans que la psychologie des personnages soit approfondie Alors j'avoue m'être ennuyé (un comble pour un film si attendu) même si la dernière heure est un peu plus remuante. En fait ce n'est pas un film, c'est un livre d'images ! Déception donc et puis j'ai envie de terminer sur un détail qui m'a amusé, celui de l'extrême pudibonderie des tenues féminines."
4.0,2023-12-11,"Après Avatar dans les airs, Avatar dans l'eau. Ce nouvel épisode nous emmène explorer une autre région de la planète Pandora et quelques années plus tard. La durée globale es plutôt bien gérée. On sent bien que c'est long, mais ça passe. La technique est à la hauteur du premier volet. Le scénario est relativement transparent mais travaillé dans les détails."
2.5,2022-12-23,"Techniquement, c'est une nouvelle fois impressionnant. Scénaristiquement, c'est quasiment le néant. Honnêtement, l'intrigue est une basique vengeance s'appuyant dès le départ sur des incohérences scénaristiques avec le premier volet. On traine près de 2h sans qu'il ne se passe grand chose, pour finir sur une grosse bataille comme Hollywood en produit des quantités chaque année. On y retrouve certes le savoir faire de Cameron, mais il aurait été de bon ton de penser à propose un scénario un peu plus original. Je me suis furieusement ennuyé pendant deux heures, et ne voudrai pas m'infliger ça une seconde fois, alors que j'ai vu le premier plusieurs fois déjà. Pas sûr non plus de vouloir aller voir la suite quand elle sortira. Le genre de projet démontrant que parfois, c'est bon d'avoir un producteur ayant le pouvoir de freiner les envies démesurées de son réalisateur."
1.0,2026-04-07,"Ok ok c'est beau c'est magnifique personne ne fait ça, ok d'accord très bien.. mais ce genre de scenar également c'est ni fait ni à faire!!"
4.0,2023-10-27,"“Cinquante nuances de bleu, ou le cinéma selon James Cameron !"" James Cameron, Steven Spielberg et Denis Villeneuve sont, sans conteste, les derniers des géants du 7e art, les ultimes faiseurs de rêves du grand écran. Comme la planète Pandora du long-métrage qui nous intéresse ici, il ne tient qu'à nous spectateurs de faire des salles obscures un sanctuaire. Dans un monde en pleine mutation, dans lequel les plateformes de streaming, la VOD - bien plus quantitative que qualitative - et le téléchargement permettent une consommation infinie de contenus (séries, films etc), “Avatar : la voie de l’eau”, entre en résistance, tels ses personnages principaux ! Attendue depuis 13 ans, cette suite fleuve - sans jeu de mots aucun - des aventures écolo-guerrières de Jake Sully (Sam Worthington) est une véritable aubaine pour les salles obscures exsangues depuis la crise de la Covid. Mais l’opportunisme financier ne suffit pas, il faut savoir faire preuve d’audace, d’imagination et de folie et pour cela, James Cameron a toujours été au rendez-vous ! Le bonhomme a fait du chemin depuis “Piranha 2 : les tueurs volants” sorti en 1982. Mais nul besoin de faire l’inventaire de son parcours cinématographique, car avec “Avatar : La voie de l’eau”, Cameron convoque une partie de son cinéma le plus intime. Ainsi, “Abyss” et “Aliens” prêtent leurs illustres références à ce mastodonte de plus de 3 h 00. Depuis que les derniers humains - ceux venant du ciel - ont été chassés de Pandora, il règne sur la planète une paix relative permettant de raccrocher au wagon du premier opus. Le monde des Na’vis se rouvre à nous et l'émerveillement reprend là où nous l’avions laissé en 2009. Plus d’une décennie s’est écoulée et nous retrouvons Jake devenu le “Toruk Makto”, le chef du clan des Omaticaya. Avec Neytiri (Zoe Saldana), sa femme, ils s’occupent de leurs quatre enfants, Neteyam, le fils aîné, Lo’ak son frère, Kiri, leur fille adoptive - issue de l’avatar du Dr Grace Augustine (S.Weaver) - et enfin Tuk, la petite dernière. Spider, un enfant humain n’ayant pu être rapatrié sur terre, fait partie de la famille. Cet idyllique premier acte n'est juste que le calme avant la tempête arrivant en même temps qu’une escadrille de vaisseaux spatiaux. En quelques minutes, une partie de la forêt primaire est carbonisée sous les rétrofusées des engins qui atterrissent. L’élément perturbateur humain est de retour sur Pandora ! Revenus pour extraire une substance mystérieuse tout en colonisant la planète, les militaires et les scientifiques du R.D.A prennent d’assaut les lieux, comme le firent les conquistadors européens sur le continent américain. Le parallèle est sans équivoque. Mais en recentrant le récit, “Avatar 2” est aussi et surtout, une histoire de vengeance. En effet, le colonel Quaritch (Stephen Lang) mort dans l’épisode un - qui avait au préalable, pris soin de sauvegarder sa mémoire et sa personnalité - revient sous les traits d’un Na’vi. Son but ultime est de traquer - en acceptant les us et coutumes des autochtones - et de tuer le caporal Jake Sully (qui fut celui qui l’a trahi) ! Le spectacle se transforme alors en une odyssée meurtrière implacable, lorsqu’ à la tête de la rébellion Na’vi, Jake envoie ses hommes mener la guérilla contre les unités terriennes. Au même instant, Quaritch et son escouade de combattants - ressemblant aux gros bras d’Aliens - investissent la forêt profonde. Dans un maelström de combats rapprochés aux fusils d’assaut, de corps-à-corps aux couteaux et à la hache, de bombardements aériens, d’embuscades terrestres, les chorégraphies guerrières sont légion. La mention spéciale de la valeureuse combattante revient à Neytiri. À la manière de la Walkyrie Sandahl Bergman de “Conan” ou plus récemment Alicia Vikander, la nouvelle “Lara Croft”, celle-ci manie l’arc et les flèches comme un prolongement de sa haine contre les démons, comme elle les surnomme. Après un accrochage sanglant dans lequel Spider est capturé, Jake, Neytiri et leurs enfants n’ont pas d’autres choix que la fuite pour sauvegarder le bien-être des Omaticaya retranchés dans une base secrète. Exilée sur sa propre terre, la famille trouve refuge chez les Metkayina, un clan de pêcheurs. Dès lors, le retour à l’élément aquatique est inévitable et nous voici entraînés dans un monde sous-marin aux pléthoriques richesses. Les pulsations d’Ewya - la terre nourricière - laissent place - dans cette immensité liquide - aux chants des Tulkuns. Ces gigantesques cétacés, qui possèdent deux paires d’yeux, sont les animaux totems du peuple Metkayina. Un bestiaire sans limite nous est alors dévoilé, donnant ainsi la part belle aux créatures qui peuplent les abysses, éloignant du même coup l’être humain de l’équation. Car à l’inverse de l’épisode précédent qui était la genèse de l’histoire, “La voie de l’eau” - dans toute sa beauté naturaliste - s’émancipe peu à peu - de ceux venant du ciel - et par qui le malheur arrive encore et toujours, ouvrant ainsi les portes d’un troisième opus, qui, à n'en point douter, sera tout aussi épique, voire mythologique que celui-ci !"
4.0,2022-12-16,Un très bon deuxième volet immersif qui nous fait découvrir un nouveau peuple Nav'i : les Metkayina qui communique avec l'océan.
3.0,2022-12-20,"C'est un film de Noël, à voir pour ses effets spéciaux et son esthétique léchée. Pour le reste, le scénario a un air deja vu, cela sent la franchise pour parc d'attraction"
5.0,2022-12-26,"Première séance au Mégarama Annecy en 3D HFR : 2009, le monde découvrait la nouvelle œuvre du Canadien James Cameron avec l'arrivée en grande pompe de la 3D qui n'en était alors qu'à ses débuts. Une révolution numérique, technique, mais aussi scénaristique avec pour la première fois, l'environnement au cœur même du récit. 13 ans plus tard, après que Disney est rachetée ""Pixar"", ""Lucas Film"" et ses franchises et ""Marvel"" devenu ""Marvel Studios"", voilà que le studio aux grandes oreilles décide de racheter la Fox, le plus grand studio de l'histoire avec l'intégrale des licences connues. Pendant ce temps-là, Cameron poursuivit son tournage mais cette avalanche de rachats et nombres de changements en interne voyaient la sortie du monstre bleu repoussée. 13 ans qui aurait donc dû être à coup sûr, 5 ou 10 ans... Qui sait ? Mais cette attente fut belle et bien récompensée avec un long, très long métrage de sa durée de 3h15 dont l'annonce d'une nouvelle révolution ne faisait que croitre. La 3D toujours présente voilà que les versions Imax, 4DX, Dolby cinéma et Screen X virent le jour. Mais la nouvelle caméra du Canadien, créer de ses mains propres avec Sony nous en offrit une fois encore plein les mirettes, spoiler: le HFR, soit une cadence plus élevée des image à la seconde nous offrant ainsi un visuel par instant digne de jeux vidéos. Et c'est bien là la première prouesse technique de ce second volet. Puis la motion capture, toujours plus évolutive, toujours plus précise, toujours plus magistrale. Durant 3h15 nos héros bleus furent comme présents face à nous, comme si le virtuel fut réel avec une particularité qui n'existait pas à l'époque, voir les rides et autres muscles des Aliens encore plus poussés qu'il y à bientôt 15 ans. HFR, Motion capture aquatique, ne manque plus que la bande son dont les hommages au premier et même un chouilla à Titanic furent présents. De la puissance au service de l'émotion. Le reste n'est que rêve total, émerveillement devant ce que le cerveau peut imaginé avec encore une fois un visuel trompeur entre réel et virtuel. L'eau quant à elle, élément le plus complexe à redéfinir, 20/20 avec une brillance totale. spoiler: Le casting, porté par Sam Worthington et Zoé Saldana, fut encore une fois à la hauteur. Parents, l'un fut plus présent que l'autre mais pour Zoé alias Neytiri, une amazone, une perfection d'interprétation, de fureur visuelle et sonore avec une orchestration des combats parfaite. Jake lui, voit son évolution très élevée avec un script bien plus trash par instant mais reste complet. Le retour de Sigourney fut lui triomphant avec la jeune Na'vi Kiri et une direction complète. Kate elle, revenant plus de 20 ans après Titanic, ne signe ni le rôle le plus percutant ni le plus parlant mais reste correct et aura signée le record d'apnée pour un film. Britain Dalton et Stephen Lang signe eux les 2 rôles rebel du récit, très bon et presque identique. Un récit toujours voir encore plus écologiste avec spoiler: cette fois le cas des migrants ou l'exile est n°1, la cause animale montrée à puissance 1 000 et filmée avec force et audace dans des scènes parfois rudes mais tant utile, montrer l'avenir des hommes avec les espèces ainsi qu'un habitat en voie claire d'extinction. Un imaginaire fictif mais qui montre tant ce que nous pourrions si facilement détruire avec une inconscience collective. Dans son double final musicalement parfait et épique, les hommages au premier sont évident mais là, nous sommes sur l'eau, dans des tropiques turquoises démesurés. Tout est là pour conclure cette phase qui en annoncera forcément une autre, puis une autre encore. Je m'arrête là car, inutile de plus en dire si ça n'est que James Cameron conçoit avec sa troupe, le cinéma de demain... Allez-y... ""La voie de l'eau"" ou ""La voie du futur""..."
4.5,2022-12-20,"Franchement n’hésitez pas, la longueur du film n’est pas un obstacle, elle est anecdotique …le film est féérique et l’on a l’impression de voir un film de 120 minutes…..Le scénario est un mélange de science-fiction et de Sagesse, on pense à Terrence Mallick, (le thème du père revient souvent) et je retiens cette réplique sublime, « quand nous vivons l’énergie nous est attribuée, nous devrons la restituer » Qu’ajouter ? C’est une grande vérité….Mais ce n’est pas le seul sujet du film évidemment, il est question de vengeance, plus que de philosophie c’est évident, il est question de sauver, de sauver une famille du ciel ( avatars bleus) chez une tribu de la mer (avatars verts)…Le film est truffé de références, on pense au paradis des révoltés du Bounty, on pense pour certaines scènes de combats à George Lucas et la guerre des étoiles, mais aussi aux propres films du réalisateur canadien, Je cite spoiler: ( Terminator pour les scènes d’incendie), Titanic ( quand le bateau se renverse), voire Abyss qui date de 1986, et qui semble l’avoir aussi inspirer……Il y a aussi quelques passages qui font penser à « Apocalypse Now » de Coppola, (un MUST) j’y ai été sensible…La salle a été scotchée du début à la fin, il faut dire que la beauté du film, des images, comme dans le premier opus, surprend toujours (on est au pays des merveilles)..ET sur grand écran, c’est donc une merveille, vive le cinéma,( avec toutes les amicales baleines étranges, voir ça en groupe dans une salle est une expérience irremplaçable…..Si vous avez été sensible au premier AVATAR, j’ose avouer que vous prendrez autant votre pied avec celui-là, , qui possède de plus de sacrés scène d’action, voire de violence, mais cela reste supportable au dessus de 10 ans et je termine donc mon commentaire comme je l’ai commencé « Franchement n’hésitez pas »"
4.0,2022-12-23,"Il aura fallut 13 ans à James Cameron pour accoucher de cette suite, peut-être être pas totalement justifié au vue du résultat, qui scenaristiquement parlant est plutôt semblable à ce qu'il nous avait déjà présenté mais du point vue technique c'est vraiment prodigieux. L'on retrouve Sully et sa famille quelques années après les événements du premier Pandora et les événements déclencheurs de cette nouvelle guerre sont à peu de chose près les même que celui du premier, en peut-être moins abouties car ici c'est surtout une histoire de vengeance notamment celle du colonel Miles Quaritch qui occulte pratiquement tous l'aspect humain qui se cache derrière la colonisation de Pandora. Le peuple de l'eau, nouveauté de la planète est fantastique,et la découverte des lieux est propre à l'émerveillement. C'est parfois un peut niais, moralisateur mais Cameron habille cela d'une manière tellement aboutie qu'on se laisse prendre au jeu malgré ses faiblesses scénaristiques, et les quelques repompe de ces anciens films "" on reste ensembles coûte que coûte pendant un naufrage, j'ai déjà vue cela "" . C'est divertissant et malgré ses 3h, le temps passe plutôt bien."
5.0,2023-06-16,"Dans le long métrage de 2009 le personnage interprété par Michelle Rodriguez nous remerciait d'avoir choisi air Pandora, ces iles flottantes, les chevauchées épiques à dos d'Ikrans. 13 ans plus tard (et une très longue attente) James Cameron nous convie cette fois à explorer les profondeurs abyssales de sa planète fictive..Les profondeurs... Une vraie obsession pour le cinéaste. L'attente en valait clairement la peine. Le spectacle offert est tout simplement époustouflant. Une claque visuelle, évidemment, mais aussi émotionnelle. Et je le concède sans soucis, j'ai versé des larmes plusieurs fois pendant le film. Une des forces de ""Avatar : La Voie de L'Eau"" c'est de savoir se renouveller tout en gardant les fondamentaux du film originel. La quête initiatique d'un homme devient ici l'exode d'une famille. Mais comme dans l'opus de 2009 un puissant message écologique est passé. Et l'osmose entre les 2 est vraiment gérée d'une main de maître par James Cameron et son équipe de scénaristes. Les sceptiques vont encore et toujours râler sur l'histoire. Mais après tout chacun ses goûts. Le réalisateur canadien nous invite donc dans l'univers aquatique de Pandora et comme on pouvait s'y attendre le résultat est somptueux et enchanteur. Toute l'histoire autour des ""Tulkun"" est passionnante et touchante. Un vrai coup de cœur pour ces incroyables créatures. Que dire de plus ? Je pourrais parler de ce second opus sans le salir pendant des heures. Je regrette juste une bande originale paresseuse qui se contente de reprendre les morceaux du regretté James Horner et qui ne transcende à aucun moment le récit (où très peu). Bref plus de 3 heures de cinéma grandioses. Un retour sur Pandora réussi et salvateur. À découvrir obligatoirement dans une salle obscure."
4.0,2023-07-12,"spoiler: C'est l'histoire d'un film (qui aurait été meilleur en version documentaire) qui nous explique enfin la différence entre un bon et un mauvais chasseur. Cette critique contient des spoilers ! PANDORA La mauvaise (non)surprise, c'est qu'Avatar 2 échoue misérablement chaque fois qu'il cherche à dialoguer et scénariser. Il a par contre cette bonne idée (comme Mad Max) de... ne pas le faire. Cameron n'a aucune ambition narrative et c'est presque mieux. En d'autres termes : Pandora suffit à Avatar 2. Moins qu'une histoire Cameron propose une immersion entre jungle luxuriante, montagnes suspendues, océan cristallin et bestiaire envoûtant. J'ai véritablement pris mon pied à voir les Na'vis crapahuter dans la jungle et barboter dans l'eau. D'ailleurs dès la première plongée, le snorkeling m'a manqué. Cette capacité à filmer dans et sur l'eau est, à ma connaissance, inédite au cinéma. On sait depuis un autre film qui a eu son petit succès que le réalisateur maitrise les submersions mais je reste vraiment bluffé par la beauté 3D du monde créé, le vent dans l'herbe, les textures de peau, le rendu de l’eau. Virtuose. Je préfère largement qu'on dépense du pognon dans une forêt d'anémones scintillantes plutôt que dans des explosions de gratte-ciel New Yorkais. Les plans contemplatifs sont mes favoris mais plusieurs scènes d'actions fonctionnent très bien, que ce soit l'attaque du gros mérou, le départ des enfants du village ou l'évasion finale du navire qui sombre. Visuellement je crois que The way of water est une encore plus grosse claque que lorsqu'on a découvert le 1. C'est dire la prouesse technique LES NA'VIS On continue aussi de découvrir le modèle de vie des Na'vis, proche des tribus traditionnelles humaines (indiens d'amazonie, inuit...) sauf que l'auteur n'en a gardé que les bons côtés. Elles s'appuient d'abord sur une osmose parfaite avec une nature très éloignée de ce qu'elle est en réalité : cruelle, injuste et immorale. Facile de respecter la nature lorsque celle-ci t'est déjà parfaitement adaptée. Sur Pandora les na'vis n'ont jamais chaud, ni froid, une monture différente pilotable par les cheveux sur terre, mer et dans les airs, des bouteilles d'oxygènes vivantes à s'attacher dans le dos et s'ils sont attaqués par un prédateur un tulkun vient les sauver. Pareil Cameron est dans l'idéalisation total du mode de vie Na'vi : il est par exemple très physique et doit être difficile pour les vieux, sauf qu'on en voit jamais. Pire, l'un des avantages de la modernité c'est la médecine, or là on nous fait croire qu'une crise d'épilepsie peut être guérie en trois points d'acupuncture (qui est une pseudo-science aussi inefficace que l'homéopathie). On nous présente aussi les na'vis comme hospitaliers, sages, ne prenant les armes que pour se défendre alors que le système politique en place fait peur comme le montre l'arrivée de Jake et sa famille chez les Na'visnageur. Le boss du clan (choisi car c'est un grand guerrier) prend alors la parole : Jake je ne te connais que de réputation, je t'ai parlé 30sec pendant lesquels tu ne nous as pas expliqué le commencement du pourquoi tu avais besoin de notre aide mais tous, écoutez ma décision : ""on va prendre le risque, collectivement"". _Heu t'es sûr là, comme ça en 30sec, j'irai pas jusqu'à réclamer un vote mais au moins qu'en discute ? _Je suis le chef alors vous fermez bien vos mouilles, surtout toi l'arrondi du bide. Cette démonstration de totalitarisme faite le mec continue sur un argument bien capitaliste ""et vous leur apprendrez nos usages de cette façon ils n'auront pas la honte d'être inutile !"" Ok super donc ça veut dire que s'il savent pas nager et pêcher ils servent à rien ? Si l'un des gamins était handicappé ou s'ils avaient amené un vieux on les aurait rejeté ? Que la communauté prennent soin de ses faibles c'est pas un peu ça l'humanité non ? (la na'vité ?). LA FAMILLE Les autres interactions qui m'ont dérangées c'est la famille gentiment dysfonctionnelle de Jake. Alors que papa a chargé ses deux fils (qui l'appellent ""Sir"" ou ""chef"") de faire de la surveillance lors de l'attaque par les Na'vis d'un train chargé d'armes et de munition (uniquement protégé par 3 hélico et dont l'un est à la bourre soit dit en passant). Les 2 prépubères (pré-cheveuxairs?) décident tout de même d'aller piller un peu et manquent de se faire tuer par un obus. Alors que ses gosses ont désobéit délibérément dans une situation potentiellement mortel Jake sévit et interdit à son fils de voler pour un mois ! Réponse de la mère : ""tu es trop dur avec lui !"" SERIEUSEMENT ??? LE SCENARIO Quelques mots sur le scenario qui est d'une débilité rare. Au premier rang duquel le fait de laisser à nouveau les envahisseurs s'installer alors que dans le dernier film la forêt entière s'était soulevée. Ici rien. La nature se laisse dépecer. L'épisode 1 nous expliquait qu'un métal précieux était la raison de l'exploitation de Pandora, à la fin du 2 on nous expliquera que c'est finalement un serum antivieillissement mais pour l'instant c'est parce que la Terre meurt et que Pandora a été choisis comme le nouveau berceau de l'humanité. Très bien sauf qu'on a un problème : les Pocahontas bleus sont un poil hostile. Le plan ? éliminer leur chef : Jake Sully. Malheureusement le film est trop court (seulement 3H20) pour introduire un nouveau méchant manichéen alors on ressuscite (une première fois) le balafré de l'épisode 1 via un clone. Ce dernier sera tué-mais-finalement-non à la fin de l'épisode 2 de cette façon on pourra ENCORE le faire revenir pour achever la trilogie où on espère qu'il crève enfin pour de vrai. Notre clone a donc pour mission de calmer les autochtones en commençant par leur boss. Sauf que Jake décide de laisser sa place et de s'enfuir. Et là au lieu de défourailler les autochtones désormais dépourvu du seul Na'vis avec une expérience militaire, le clone convainc son boss... de le suivre !!! Ca n'a aucun sens. Il rejoint pour cela un navire de pêche avec 50 pelos mal armés à des km de leur base et qui, au coeur de ""50 - 100 villages"" de Na'vi chasse de grosses baleines que ces derniers considèrent comme leurs frères. Et personne vient les emmerder, ni les Na'vis ni les tulkuns qui sont ""plus intelligentes qu'un humain et maitrisent les maths, la musique et la philo"" mais qui, malgré leur supériorité en taille et en nombre ne se défendent pas les uns les autres contre le méchant (très nuancé) qui les extermine. On va dire qu'ils ont une intelligence sélective hein ? Ou alors ce sont tous des Gandhis en puissance ce qui peut paraitre surprenant puisqu'ils sont eux aussi reliés à la mère nature et que cette dernière avait donné une bonne fessée aux humains. Afin de marquer la différence entre le bon chasseur (le na'vis qui tue l'animal mais le respecte) et le mauvais chasseur (qui tue l'animal mais sans le respecter) nous avons droit à une scène de chasse particulièrement cruelle (mais qui reste un destin éminemment préférables à la vie des animaux que nous bouffons chaque jour sur Terre). On y ajoute une scène de forage du crâne puis un peu plus tard un lancé de bras et m'apparait alors une vérité : le film n'est pas PJ13 ! mais alors à qui sont destinés les innombrables et dispensables scènes entre enfants et ados ? Mystère. L'autre énigme tient dans l'absurdité des scènes de bataille et notamment les deus ex machina nécessaire à résoudre 2 scènes de prise d'otage dans lequel Clone et ses potes supérieurs en nombre et en équipement sont attaqués, perdent des hommes mais ne pensent à AUCUN moment à exécuter 1 ou 2 des gamins qu'ils détiennent ! La bataille finale est particulièrement absurde puisqu'après avoir dissuadé les na'visnageur de se battre, Jake change d'avis et tout le monde... attaque de front ! La suite est un peu confuse mais soudainement une faille spatio temporelle apparait dans laquelle s'engouffre les dizaines de guerriers Na'vis afin de laisser place à un duel à trois entre le clone, Jake et sa femme que l'on voit très énervée depuis deux films. Sauf que finalement non, il faut un duel testostéroné et malgré le fait que les ""Sullys stick together"" elle aussi disparait par magie ! DIALOGUES Les dialogues sont un alignement continu de clichés tantôt fades tantôt niais, la frontière est souvent floue : ""The most dangerous thing about Pandora is that you might grow to love her too much"" ou encore ""The thing about happiness: it can vanish in a heartbeat."" et mon favori ""A father protects. It’s what gives him meaning."" Impressionnant ces effets spéciaux qui nous font revenir dans les années 90 ! Ceci étant ne serait-ce que pour l'absence de gags et blagues Marvéo-Disneyique j'ai envie de dire : ""Cameron I see you"" ! L'EMOTION On se contente de l'émerveillement visuel puisque dans la longue galerie de personnages creux et sans aucune personnalité peuplant Pandora méchant comme gentil sont traités à la même enseigne : très mal. Au final il est tout de même dingue que malgré un scénario absurde, des dialogues convenus et des personnages creux, je n'ai pas vu passer les 3H20. C'est dire la virtuosité visuelle de l'oeuvre. Pour cette immersion (dans les deux sens du terme) à Pandora, merci ! ------------ FB : Le film nous plonge dans un régime sensoriel totalement à part. C'est un cinéma de sensation dont la bande originale est omniprésente. C’est la conséquence d’une stratégie cinéma qui veut que la salle soit un événement non reproductible chez soi. Avec Avatar, la critique se fixe moins sur l'histoire, les acteurs, la réal que sur des aspects technico-ingénierie (les caméras utilisées, la technologie innovante etc). Vu la période, la critique est prise en otage par ce genre de films dominant. C’est forcément difficile de s’opposer à des succès annoncés surtout si elles sont en capacité de sauver les salles de cinéma Il y a une réelle hypocrisie entre d'une part le thème écologique du film et le déploiement colossal de l'appareil industriel nécessaire à sa création et sa promotion. Il y a aussi une absurdité symbolisé par la scène de chasse : le mauvais chasseur c’est celui qui traque dans une scène de 15min d’une cruauté rare une baleine pour en extraire du jus de cerveau (parallèle avec le téléspectateurs ?) et ceux qui tue l’animal pour le manger. Mais ces deux morts sont infiniment préférables à la vie des animaux d'élevage sur Terre. Cameron loue la nature mais il n'en connait rien. Dans son film les avatars n’ont jamais chaud ni froid ni faim ni soif ils sont irréels. Pire il est facile d’être en communion avec la nature lorsque celle-ci vous offre une monture sur terre, sur mer dans les airs et même une anémone pour bouteille d’oxygène. Pire encore l’un des avantages de la modernité c’est tout de même la médecine. Ici les scientifiques ne peuvent aider la gamine à surmonter sa crise d’épilepsie mais il suffit de trois points d’acupuncture, une pseudo science pour la résoudre. La fin justifie-t-elle les moyens ? Faut-il une nature idéalisée pour que l’on cherche à la sauver ?"
4.0,2022-12-30,"Visuellement magnifique, même si scénario qui prêche car totalement similaire au premier opus , et le HFR variable qui nous sort de certaines scènes malheureusement ..."
1.0,2023-01-11,"Une prouesse technologique certaine, en avance sur son temps. Mais pour le reste ? C'est du vide. Le film ne raconte rien d'intéressant, tout est cousu de fil blanc, plus ou moins une redite du premier (les vilains humains méchants et les gentils na'vi mignons qui font guéguerre). Rien d'inattendu niveau scénario donc. Des dialogues du niveau d'un enfant de 10 ans, une BO sympathique mais qui fait écho à des précédents film de Cameron ( un moment je croyais entendre la BO de Terminator ou de Alien). Bref, ce film n'est qu'une vitrine technologique : tout dans la forme, mais absolument rien dans le fond. Le seul intérêt étant de le voir sur grand écran."
5.0,2022-12-18,"Je suis allé voir ce nouvel opus avec un peu d'appréhension, me demandant si il était possible faire mieux que le premier. Et bien OUI !! Tant sur le plan technique que scénaristique, une vraie réussite. Il faut aller le voir en 3D HFR. C'est un vrai chef d'œuvre qui remet le standard très haut. Si comme moi, vous hésitez, allez le voir et faites vous votre propre opinion. Vous passerez normalement 3h00 de pur plaisir et d'émotions. Moi, j'ai adoré et j'irai le revoir. Cette fois en version IMAX."
2.0,2023-06-25,"L'attente aura été très long, ce qui aurai dû laisser du temps pour faire un bien meilleur scénario, il n'y en a presque pas, pour un film aussi long c'est problématique. Alors oui, c'est plaisant à regarder, les images sont très belles, même si la 3D n'est pas indispensable. Pour en revenir au scénario, il y a quelques copier-coller du premier film et des facilités scénaristique."
3.0,2023-01-02,"visuellement incroyable. y a pas à dire c'est top. Par contre, très déçu du scénario. Les mêmes et on recommence. Le même méchant ; la même fin.... 3h20 c'est vachement long pour finir sur la même bagarre que dans le 1."
4.5,2022-12-16,"Phénoménal ! Enfin il y a film qui répond à mes attentes cette année ! Ça fait plusieurs années qu’on entend parler d’un « Avatar 2 ». Du changement dans les plans, la pandémie ou encore le rachat de la Fox par Disney ont fait repousser la sortie du film d’année en année mais cette fois il est bel et bien là ! C’est quand même dingue de se dire que nous pouvons parler de la suite du film au plus grand succès au box-office de tous les temps. « Avatar : la voie de l’eau », c’est 3 heures passées de claque visuelle ! Cameron est un grand ingénieur cinéaste qui offre au monde un niveau inédit de spectacle sur grand écran. On pourrait parler énormément du film rien que par son visuel (la richesse de cet univers de SF, la technologie utilisée pour le long métrage, la mise en scène…), mais en tout cas je n’ai pas décroché pendant le visionnage en grande partie grâce aux images que j’admirais. Dans la lignée du premier, je ne dirais pas que « Avatar 2 » est un chef d’œuvre. C’est un grand film, mais il a des défauts. Pour évoquer ces derniers, on a d’abord un scénario assez basique, sans réelle surprise, faisant penser à du déjà vu (au film de 2009 par exemple) et qui contient des événements prévisibles. Il y a clairement des facilités. Les répliques ne sont pas toujours convaincantes, voire sont agaçantes j’ai trouvé. Je n’ai pas forcément aimé le traitement de tous les personnages et certaines relations qu’il y a entre eux. Côté personnages justement, Neytiri et les filles enfants sont plutôt au second plan (mais on imagine que ça évoluera dans les prochains). Jake est celui qui va manipuler l’intrigue, mais pas pour autant celui qu’on voit le plus au final. Le méchant fait le taf, on peut comprendre les motivations qu’il y a autour de lui. J’ai été surpris de le voir autant, mais il reste assez anecdotique pour moi. On compte également un certain lot de personnages (comme celui porté par Kate Winslet) qui ont été introduit mais sans avoir apporté grand-chose. Là aussi, je suppose que cela donne de la matière pour les suites. Pour parler d’autres points positifs que le visuel, j’apprécie le message écologique fort qu’il y a derrière Pandora. C’est toujours une bonne chose lorsqu’un film ne perd pas de temps à démarrer, à nous lancer dans une histoire, en évitant du suspens inutile pour des éléments secondaires du scénario. Les pistes pour les suites sont proposées intelligemment tout en préservant une fin assez concrète dans « La voie de l’eau ». Autrement, la bande son de celui prenant le relais de James Horner est passable, en reprenant les morceaux du premier opus mais sans ajouter de thème vraiment captivant. Bref, c’est le film qui m’aura le plus marqué cette année. C’est le meilleur film de divertissement pour toute la famille de ces dernières années selon moi. Il faut aller le voir en salles, si possible en 3D pour profiter pleinement de l’expérience. Les prochains blockbusters à sortir peuvent avoir un coup de froid parce que le public ne va pas s’en remettre comme ça. Même si l’effet surprise sera bien sûr moins important, vivement le troisième opus dans 2 ans, et il ne devrait pas y avoir de reports ! Je mise sur un succès semblable à celui de Titanic, donc en rejoignant la courte liste des films ayant dépassé la barre des 2 milliards de dollars mais sans aller jusqu’au score du premier."
