rating,date,review,reviewer
10,2022-12-22 17:48,"제임스카메룬은 아바타를 통해 우리 인류에게 무엇을 말하고자 하는 걸까?풍요로운 삶이란 진정 무엇일까? 그리고 지금 우리는 인류의 지속가능한 내일을 위해 무엇을 해야 할까?영화를 보는 내내 스스로를 되돌아 보고 흐르는 눈물을 연신 닥아야만 했다.그래서 나는 부끄럽지 않는 어른이 되어야 겠다고 결심했다.사회개혁,환경운동 보다 먼저 내가 선 자리에서  스스로에게 당당하고 정의롭게 모두가 함께 살아가는 사회를 평화롭게 만들어야 겠다.이 영화는 많은 사람들이 보고 자신을 한번 다시 되돌아보는 시간을 갇길 바란다.",tnrl****
10,2022-12-17 23:08,영화 끝나고 벌써 세시간 지났어 ? 라는 말이 처음 나왔습니다.. 정말 세시간 12분이 지났더라구요. 바로 4DX 3D로 n차 관람 갑니다,han1****
10,2022-12-17 18:30,스토리는 그냥 그렇지만 영상미가 좋았습니다.,sees****
10,2022-12-14 18:11,가까운 영화관에서 봤는데 영화관이 영화를 못따라가는 느낌이었어요. 좋은데서 보시길 바랍니다.,hhg0****
10,2022-12-18 20:57,아...누가 1보다 재미없다고 한건지..1보고 봤는데 세시간이 후딱..지루할 틈없이 감탄하고 봤어요재밌어요♡,resi****
10,2022-12-14 17:46,인류의 상상력은 어디까지 발전할까,duqg****
10,2022-12-14 14:59,영상미 지림.... 한 번 더봐야지,spor****
10,2022-12-15 15:43,이건뭐....꼭 봐라...안보면 대대손손 후회한다!!,homz****
4,2022-12-24 18:32,진부한 스토리 3시간은 너무길었다,ffff****
6,2022-12-16 12:47,"아바타 1을 극장에서 일반 2번, 3d 1번, 집에서는 수십번 봤고, 2나온다고 해서 복습겸 2주전에 확장판 함 보고 어젯밤 설레서 다시 한번 더 보고 오늘 2를 아침부터 가서 봄.  나의 기대는 십여년만큼 너무나도 커져버렸다…아름다운 영상미. 그것뿐. 기대없이 봤어야했나.. 개인적으로는 멀미가 심한 3d기술은 뭔가 나아진게 없고 이 영화를 만들려고 십여년이 걸려야했나 갸우뚱함.",jiin****
10,2022-12-25 05:31,감독이 나비족한테 사기치고 싸게 찍은것 같다,sage****
10,2022-12-22 15:09,이건 CG로 판도라 행성의 바다를 만든게 아니라 그냥 판도라 행성에 가서 해양 다큐멘터리를 찍어온 수준임. 5편까지 나온다는데 5편 나올때쯤엔 도대체 어느 수준의 영상미를 보여주려나 싶음. 제 아무리 OTT 시대라지만 극장에서 봐야만 하는 영화가 존재한다는걸 보여주는 영화,cine****
8,2022-12-18 16:27,겨울이라 바다수영 그리웠는데 바닷속 여행 잘 했네요 전달하고자 하는 메세지는 종종 있었지만 스토리가 막 엄청난 짜임이 있고 참신하지는 않아요 러닝타임이 2시간 20분 정도만 됐어도 평점 더 높게 줬을 텐데… 두 시간까지 괜찮았는데 그 이후로 너어무 길게 느껴졌어요…그래도 영상미 하나는 백점,hjyo****
10,2022-12-18 00:03,1편 이후 오랜 세월이 흐른만큼 영상 기술의 발달에 따라 그만큼 센세이션하진 않지만판도라의 환상적인 바다 생태계 등은 명불허전,dark****
10,2022-12-17 00:28,영화끝날때 또보고 싶은영화기대이상이었다보지도 못한 태초의 오염되지 않은 바다가 그리워진다꼭보세요,agat****
8,2022-12-18 22:23,이번까진 그래도 괜찮았지만 시즌 5까지 대책을 세워야 할 만큼 의문이 든 스토리,shae****
9,2022-12-14 20:58,그저 놀랍다. 영화를 보면서 몇번을 감탄했는지..,paul****
10,2022-12-18 02:43,그냥 최고임. 난 1편보다 재밌었음,pfe1****
9,2022-12-15 08:14,제임스 카메론 감독님의 전성기는 아직입니까? 계속..영화 만들어주세요 ㅠㅠ,vusd****
10,2022-12-15 01:10,보는내내 감동의 도가니였다,hjhj****
10,2022-12-15 01:07,3시간인데 지루하지도 않고 너무 재밌게봤음. 개인적으로 1편보다 더 좋았어요. 3d추천.  영상미 미쳤구요ㅠㅠ 조만간 한번 더 볼 예정,ysh8****
10,2022-12-14 17:55,크리스마스날 또 보러간다! 올해본 영화중 찢었다고 말할수 있음,skfk****
5,2022-12-18 17:03,'[v-log] 제이크 설리 가족의 물의 부족 적응기' 정도 생각하고 가면 괜찮은 영상이라고 생각함.,suj0****
10,2022-12-17 18:21,그래픽 눈으로보고도 믿을수없는퀄리티!순식간에 영화가 끝나버렸다!,me78****
10,2022-12-25 10:01,전편과 달리 싸우기를 주저하는 주인공때문에 조금 루즈했으나 피하기만해서는 안된다는걸 깨달았으니 3편이 매우 기대됨!근데 스토리를 떠나서 이런 영화가 만들어진다는게 너무 감사할뿐,ssw9****
10,2022-12-17 21:29,모든건 물로 다시 돌아간다,gch0****
8,2022-12-25 07:18,영상은 최고였어요. 다만 스토리가 아쉽네요.,nani****
8,2022-12-24 19:00,뇌비우고 그냥 cg감상하러 간다고 생각하면됨,yoha****
10,2022-12-18 19:51,미쳤다미쳤어…. 진짜 어떻게 만들었냐ㅠㅠㅠ,hyun****
10,2022-12-18 00:18,명불허전이네요.추천합니다.,clou****
10,2022-12-16 15:10,"insane!!! 미쳤다는 말 밖엔... 스토리, 재미를 다 떠나서... 제임스 카메론은 우리에게 기술력의 눈높이를 너무 올려놨다... 이제 다른 작품들의 CG 퀄리티가 너무 하찮게 보일까봐 걱정이다",mahn****
10,2022-12-17 00:52,이게 영화지… 이건 15000원 주고 봐도 혜자다3시간 내내 볼거리 풍성함,cher****
10,2022-12-14 15:44,너무 아름답다..내가 알고있는 단어로는 표현이 안될정도,jspt****
10,2022-12-17 01:58,"192분이었다니! 상영시간이 그렇게 길었다고??? 시간 순삭!!!@<@ 영상이 너무나 아름다웠고 중간중간 눈물도 쪼꼼 찔끔. 카메론 감독님이 현재 5편까지 준비되고 있다고 인터뷰하는 거 봤는데, 부디 내 살아생전에 마지막편까지 다 볼 수 있길~~~ 내겐 가족도 가족이지만, 자연의 아름다움과 인간의 이기심/탐욕을 다시 한 번 돌아보게 되는 영화였다. 정말 인간은 최후의 최후까지 지구를 쥐어짜다가 완전 피폐해진 회생불능의 상태까지 만들어 놓고 나면, 다른 착취 대상을 찾아 나설 것 같음. 항공우주기술이 받쳐주는 미래의 언젠가는. 나를 포함한 인간들! 우리 그러지 말자고요!!!",na96****
10,2022-12-16 20:52,"아바타 1보다는 부족합니다. 하지만 오해마세요. 아바타 1이 워낙 혁명적인 영화였던것이지, 아바타2 영화 자체가 부족하다는게 아닙니다. 아바타를 좋아하시는 분이라면 반드시 극장에서 한번은 보셔야합니다.",ohsa****
6,2022-12-18 16:00,사실 영상미 때문에 보는 시리즈.돈을 얼마나 발랐는지 보이는 물 표현과 아바타들의 피부표현이 대단했으나 사실상 스토리는 시즌1복제품에 감동도 늘 나오던 억지감성임.인간은 이익만을 쫒고 타집단에서 다르다는 이유로 고난을 겪는 주인공... 하지만 결국 이겨내고 가족을 지켜낸다..너무 뻔함. 판도라행성의 비주얼만 멱살잡고 끌어가는 영화지만 그 시각적 자극이 특별하니 한번쯤 볼 가치는 있다.,nose****
10,2022-12-19 13:48,최고입니다...감정이입 몰입감 최고입니다 3시간 동안 호강하고 갑니다..3편에서 인간들 전멸하면 좋겠습니다. 3편도 너무 기대됩니다,kyuh****
10,2022-12-18 13:30,3D    영상미  최고  였다  스토리는 뻔하지만  감동을 주는 최고의  영화였다,sky3****
9,2022-12-18 01:59,바닷속 너무 황홀했다,eric****
10,2022-12-17 22:15,전작보다 더 감동중간에 눈물이 ~~~스토리 영상 모두 좋았어요 찟었다,nn20****
9,2022-12-18 00:56,재밌어요~ 인간 죽을때 이렇게 통쾌한 영화는 처음인듯,juny****
10,2022-12-18 20:28,우리는 영화계에 길이 남을 영화를 영화관에서 보고 있는 것입니다. 앞으로 영화관에서 못 보는 사람들이 불쌍할 뿐...,sung****
10,2022-12-17 22:29,번거럽더라도 꼭 극장에서 보길 추천합니다. 돌비 극장  몰입감에 감동이 몇 배로 배가됩니다. 영화 메이킹 영상이 있음 보고 싶어요. 대단한 연출력입니다.,25uy****
10,2022-12-17 22:31,이거지 이게영화지 맨날OOO보다눈이정화됐네,ooyo****
10,2022-12-17 13:27,내 생애 최고의 영화에요. 환상적인 영상미에 흠뻑 빠져서 봤어요. 3편도 빨리 보고 싶어요.3D  추천합니다.,heyh****
8,2022-12-17 05:15,1편 대비 어마어마한 그래픽체감은덜하지만 그래도 영상미하나는 끝내줌하지만 빈약한 스토리는 어쩔 수 없는듯,blue****
10,2022-12-16 21:26,디테일한 연출은 기대이상이었음. 아빠는 가족을 지키는 존재야!,jasi****
7,2022-12-25 02:43,남는건 영상미뿐,lice****
7,2022-12-22 18:48,보기 좋은 떡이 꼭 먹기 좋진 않더라,milk****
8,2022-12-20 19:04,13년만에 나온거 치고 별로 임팩트가 없었음 실망3시간 짜리 외계 환경보호 다큐멘터리 본 기분,zipp****
3,2022-12-31 15:36,영상미만 좋고 스토리는 별로...,ssst****
10,2022-12-30 09:32,3시간이 넘는데 전혀 지루하지 않다는건 그만큼 잘만든거 아닐까? 스토리나 이런건 아쉬울 수는 있다ㅎ,afri****
10,2022-12-25 00:44,삼편이 벌써부터 기대됨,hanl****
10,2022-12-25 13:27,2009년생아들과아바타2같이보니 너무행복했습니다,csye****
10,2022-12-17 18:10,정말 대단하다는 말 밖에 할말이 없습니다~~ 최고의 영화~~,yung****
10,2022-12-16 12:19,"십여년 전 감동이 잊혀져 가고 있어서 볼지말지를 고심하기까지했는데...기우였어요, 반드시 보세요. 꼭 보세요. 그때보다 더 감동이 밀려옵니다. 세시간이 넘은 러닝타임이 끝나지않았으면 했네요. 강추. 엔차관람 예약입니다! 경이로운 기술력과 연출, 풍부한 색감과 감동적인 가족애 ㅠㅠ 진짜 대박이에요!!",oh25****
8,2022-12-18 09:28,스크린에서 보여줄 수 있는 영상의 끝은 어디인지 다시 한번 도전했고 보여준 영화,rpbl****
10,2022-12-17 23:39,연출이 대단하고 스토리도 좋아요! 역시 카메룬 감독! 3편이 기대되네요.,aapm****
10,2022-12-17 10:29,꼭 아이맥스로 보세요. 영화를 시청하는게 아니라 체험하는 시간이었습니다,camp****
10,2022-12-16 21:23,가족애를 기반으로 변화되는 환경에 적응. 새로운 것을 배우는 데 두려워 말라.,hanu****
10,2022-12-15 14:34,3시간이 길지 않게 느껴질 정도로 시종일관 눈이 즐겁다 그것 만으로도 충분히 볼 가치가 있는 영화임에는 틀림이 없다,kiim****
9,2022-12-14 16:52,영화가 아니라 다큐멘터리를 보는 느낌,ojkm****
10,2022-12-18 20:39,말이 필요없는 영화입니다,sjaa****
10,2022-12-14 20:56,영상미 하나로 돈 값 한다,rlaw****
10,2022-12-14 15:19,아바타는 역시 아바타,bums****
10,2022-12-15 21:13,영화 미쳤다! 13년 기다린 보람이 있습니다!,gy87****
10,2022-12-15 04:44,진짜  어찌이런영화를 만들어내는지  정말 감탄받게안나오네요  최고입니다   제임스카메룬감독,leek****
10,2022-12-14 15:19,13년만에 돌아온걸 설명하게하는.. cg와 스토리... 다 마음에들었다.,zhoe****
9,2022-12-15 05:35,경이롭고 또 경이롭다..,mega****
10,2022-12-17 01:04,경이롭고 황홀했다. 현실을 잊을만큼 몰입하게된다,plom****
6,2022-12-19 10:20,영상은 진짜 실사보는줄 알았으나 내용은 진부하고 중간엔 졸리기까지...내용이 많이 봤던내용 입니다,gons****
8,2022-12-24 15:44,"수중 시각효과와 연출이 인상적이다. 해양영화, 수중영화에 큰 족적을 남겼다. 음악도 좋고 연기도 좋다. 다만 스토리는 새롭지는 않다. 시각체험에 초점을 두고 관람하면 만족할 가능성이 높아진다.",ljhd****
10,2022-12-18 17:59,명작이라 말하기 부끄럽지 않은 오감체형 작품이다.,grad****
9,2022-12-18 17:47,"이야기는 미약하나 CG는 창대하리라.. 아름답게 펼쳐진 바다와 바닷속 생물들이 시선을 사로잡아서 정신 차려보면 2시간 72분이 훌쩍.. 가족 간의, 또 자연의 생명체와의 관계성이 돋보이는 영화였다. 인간이 미안해..",sora****
10,2022-12-18 17:42,단언컨데 비쥬얼 압도적,stse****
10,2022-12-27 02:20,제이크 설리의 극한 육아일기,rlat****
9,2022-12-17 00:23,스토리는 1편이 더 재밌는데 영상미 웅장함은 2가 더 쩜 3시간이 훅감,nakk****
10,2022-12-16 05:02,역시... 미쳤음 또 보고싶다.,yeon****
10,2022-12-15 18:52,역시 믿고보는 제임스 카메론 입니다.. 3시간이 30분 같네요,mca1****
10,2022-12-15 07:59,3D로 봤는데 영상미가 정말 아름다워요,juns****
10,2022-12-14 14:10,"아바타 기억 못해도 충분히 이해가 되고, 영상이 다한  영화입니다",unij****
10,2022-12-17 03:17,대박대박대박 다시 또 보고 싶을 정도로 티켓값 1도 안아까운 영화였음. 3D에 너무 기대하지만 않으면 될듯!,rlae****
10,2022-12-16 19:38,제이크설리가 눈을 번쩍 뜨며 끝나던 아바타1. 굉장히 고전적인 스토리였지만 굉장히 잘 만든 영화라 과연 후속작에서 할 이야기가 남아있을까 싶었는데… 자식을 많이 낳으니 할 이야기가 넘쳐났던ㅠㅠ 2편을 보고 나니 장차 펼쳐질 아바타 시리즈가 아무리 고전적이고 뻔한 이슈와 주제를 다룬다고 하더라도 반드시 봐야 하는 영화라는 것은 인정. 특히 바다사랑 카메론의 덕질 덕분에 엄청난 장면을 보게 되는 것은 정말 놀라움을 넘어서서 고마움. 너무 현실적이어서 마음에 들지 않는 전개 그리고 그 속에서 나 스스로에게 묻는 나의 가치관. 참 엄청난 영화이다!,pdso****
8,2022-12-17 12:26,CG기술력 궁금해서 보러갔다가 역시 최고의 기술을 다 때려넣었구나 돈 쓴 가치가 있다고 생각했습니다. 재밌고 좋았는데요.아무래도 3시간이라는 긴 길이와 단순한 스토리 때문에 중간에 1시간 정도는 꽤 지루하게 느껴졌습니다. 다큐같은 느낌도 들어서 조금 졸다가 다시 또 보고 그랬습니다. 개인적으로 스토리가 단순하고 액션이 가득한 영화가 취향이 아니여서 그렇게 느끼기도 했습니다. 아무튼 재밌긴합니다. CG가 대박입닞다.,chs0****
9,2022-12-14 12:34,OTT시대에 영화의 생존방식. 표값은 올리고 체험식 영화로 바꾼다 2D로 볼영화는 아닙니다.3D로 봐야 진가를 알 수 있는 영화스토리는 끝나고 나서 갸우뚱 하는 부분이 있습니다,byka****
10,2022-12-15 14:43,"우리가 계속해서 극장에 가야하는 이유!!3시간 동안 펼쳐지는 영상이 모두 너무 자연스럽고 압도적인데, 이게 모두 CG라는게 너무 신기...!! 1편의 정글도 좋았지만, 확실히 광활하게 펼쳐지는 바다 배경이 너무 시원하고 멋짐!!포맷 별로 여러번 관람하면서 연말을 즐겨야할듯!!",yong****
9,2022-12-16 07:28,군입대 전 마지막 용산 아이맥스 행복했다.,kjhk****
10,2022-12-14 13:17,"개봉일 조조3D 관람했습니다. 저는 웬만해서는 영화 그대로 즐길 수 있게 2D를 선호하는데, 이 영화는 꼭 3D로 봐야한다고 봅니다. 2D로 보면 영화 매력의 반은 날리는거에요. 영화도 물론 훌륭하지만 영상미만으로도 극장요금이 영화값 못합니다.",neow****
9,2022-12-15 07:01,"기대를 너무 많이 했나봐요.. 영상미도 최근 CG고퀄영화들이 넘쳐나서인지 1보다 크게 감흥은 없었습니다. 육지동물도 재탕이 좀 많았고, 수중생물 관찰하는것도 1만큼 큰 감동은 없었네요. 결국 피곤한몸 이끌고 심야 봐서 그런지 막판 클라이막스에선 자버린 ㅠㅠ 또 아쉬운건 제이크가 예전에 멋졌던 모습에 비해 가장의 무게때문인지 너무 신경질적으로 변해버린채 비중도 많이 줄어버렸습니다..그래도 다른영화에 비해선 압도적인 퀄리티가 있고 후속작이 더 기획되어있는만큼 나오면 바로 지갑 열것 같네요ㅎㅎ요약 : 1볼때 와 저런행성 진짜있을듯 어디가서 보고만든거아니냐?2볼때 와 영화잘만들었네",mest****
10,2022-12-26 12:21,진짜 어딘가에 있는 판도라 행성에서 찍은거같음.. cg일리가 없어,5020****
10,2022-12-24 21:33,시간 가는줄 모르고 봤어요 영상미가 대박,rlth****
10,2022-12-18 12:12,3D로 봤는데 시간가는줄 몰랐네요아이맥스 3D로 볼껄 ..,redt****
10,2022-12-18 05:48,프리미엄 상영관서 꼭봐야함,kew9****
10,2022-12-24 14:01,영상미 때문에라도 영화관에서 꼭 봐야하는 영화라고 생각합니다,boug****
10,2022-12-22 01:09,눈물눈물 가슴찢어짐 물속에나도들어가서 있는듯 정말 이걸어케만든건지..3d로봣는데 4d추천 아이맥스로보면 더좋았을듯 3시간? 그냥화면만보고잇어도 언제갓나싶네 첨엔 3d 중간자리라 크게확확와닿아부담스러웟는데 점점 화면과 동화됨,06su****
10,2022-12-20 18:24,무슨 말이 필요할까요? 그냥 지렸다^^,cine****
10,2022-12-18 14:47,"경이롭다 ,이쁘다 논평가들은 영화보지 마라 헛소리 하니 시간 금방 간다 , 이쁘다고 말해주고 싶다 가족애",koko****
9,2022-12-18 20:36,눈이 정말정말 즐거운 영화입니다 3시간 어떻게 버티나 싶었는데 하나도 루즈하지 않았어요,ysm5****
10,2022-12-18 12:22,한번 더 보러간다. 꿀잼,224a****
10,2022-12-17 22:49,3시간 순삭 bb 아바타3 존버함 연말을 장식할 최고의 영화,deja****
10,2022-12-17 22:37,아바타 아바타 아바타 아바타 아바타,mika****
10,2022-12-17 00:14,눈과 귀를 맡기고 긴 호흡으로 영상을 즐기세요. 어느 순간 판도라를 걱정하는 이주민이 됩니다.,onss****
10,2022-12-17 08:20,경이롭네요...,cbwj****
10,2022-12-14 21:05,영상미 정말.. 너무 멋집니다,rlat****
9,2022-12-18 11:09,스토리? 글쎄... 영상미? 한계돌파,spaw****
10,2022-12-17 00:16,솔직히 스토리가 어쩌네 하지만 개인적으로 1편 만큼 2편 정말 재미있게 봤습니다. 영상미는 물론이고 인간의 자연에 대한 이기심을 잘 풍자하고 가족애에 대해서 잘 표현한 영화였습니다. 영화 내리기 전에 2D로 한번 더 볼까 싶네요,1sty****
10,2022-12-16 19:06,어벤져스 엔드게임 이후로 극장에서 또 보고싶다는 맘을 갖게한 영화!!제임스 카메룬감독님 감사합니다,ace4****
10,2022-12-16 00:32,3편 4편 5편도 꼭 보고 싶다.,kang****
10,2022-12-15 20:40,3D로 보는 영상이 너무 아름다워요! 긴 시간보는 내내 지루하지 않고 재미있네요!!,puru****
10,2022-12-14 23:51,아름다운 장면 하나 하나 눈을 뗄 수 없었다.,g318****
10,2022-12-14 15:51,이번에도 개지리는 판도라의 경관,ball****
10,2022-12-17 20:57,이제 실제 사람만 나오는 영화는 감흥이 없을듯 합니다. ㅎ 창의적인 많은 볼거리와 가족애를 다룬 스토리에 푹 빠져서 봤습니다,eunj****
10,2022-12-16 17:53,묻지도 따지지도 말고 꼭! 극장가서 봐야하는 영화. OTT 따위 기다리다 OTL하는 당신을 보게 될 거임.,wano****
9,2022-12-16 01:14,빈약한 서사를 씹어먹는 스케일,ljw9****
10,2022-12-15 05:43,리마스터링 때 너무 좋았어서 첫날에 바로 봄.,pror****
10,2022-12-15 03:42,해양생물들 존나 귀엽네 ㅋㅋ,kims****
10,2022-12-15 13:10,아바타1 봤을 때만큼 재미있어요. 내용이 술술 지나가고 너무 재미있고 화면도 예쁘다보니 체감 런닝타임도 길지 않아요.,tami****
9,2022-12-14 22:45,화장실 갈 생각을 잊을정도로 볼만했는데 보다보니 참전하고 싶더라 열받아서,anti****
10,2022-12-14 19:28,기대하고 봤고 기대한 만큼 훌륭한 영화. 시간가는줄 몰랐고 4d관람 아주 만족!참고로 마스크에 안경에 향기에 눈이 엄청 건조했음 인공눈물 필수.,kyc0****
6,2022-12-31 01:23,스토리빈약 영상미로 3시간 러닝을 채우기에는 졸림,russ****
6,2022-12-22 10:17,영상미만 좋구 스토리가 너무 구려요...,raeg****
10,2022-12-16 00:46,개연성이 떨어진다는 후기보고 아이맥스 3D예매한거  취소할까 살짝 고민했는데 정말 후회할뻔했어요. 감정이입너무해서 제가 제이크설리인줄...  3시간이 훅갔어요. 좋다못해 경이로운영화.3편 언제나와요ㅠ인생최고영화.,bomb****
7,2022-12-18 13:19,"극장에서 볼 만한 영화임은 분명하지만, 전작의 압도적 경이로움을 선사하진 못한다. 애초에 불가능한 일일지도 모르지만.",cyom****
10,2022-12-15 04:29,영상미는 최곤데 스토리는 아쉽다던 사람들 많은데 난 스토리도 좋았음그냥 ㅈㄴ재밌다. 꼭들 보셈,jbfl****
7,2022-12-18 13:38,서사와 캐릭터는 날아가버리고 판도라의 풍경과 동물들만 남아있다. 카메론은 외계생태계 다큐를 만들고 싶었던걸까,uran****
10,2022-12-25 09:30,최소 아이맥스로 봐야 함,pyo2****
10,2022-12-24 23:27,아바타3 존버한다 최고,hhd7****
10,2022-12-20 00:26,"초등학교때 아바타를 보던 아이가 어느덧 23살이 되어 13년만에 나온 아바타2를 보내요. 말해뭐해 영상미 , 액션 신비로운 체험하러 영화관으로 오세요~",lees****
10,2022-12-16 23:49,"경이로운 영상미, 진짜 판도라라는 행성이 존재한다고 느끼게한다",beli****
10,2022-12-17 17:38,스쿠버다이빙 3시간 하고 온 기분. 바닷속 넘 예쁘고 자연과 생명의 소중함을 다시 한번 느끼게 해주는 영화. 3시간반? 시간 순삭. 3D로 또봐야지~,mijj****
8,2022-12-18 18:32,영화는  좋은데   화장실은  가야한다는 ㅜㅜ,resp****
10,2022-12-18 02:19,스토리가 아쉽다고는 하지만 그것 외에도 충분히 많은 것을 느끼고 볼 수 있는 영화다. 상상력의 끝이 무엇이냐고 말한다면 감히 이 영화를 언급할 것 같다..!,geek****
10,2022-12-17 18:25,영상이 너무 아름다워서 눈물나요,sss9****
10,2022-12-17 00:03,와 ㄹㅇ 아쿠아리움 본줄 배경이 너무 이쁨ㅠㅠ,tldi****
10,2022-12-16 22:25,3시간 동안 다녀오는 3차원 우주,dewt****
10,2022-12-14 22:56,"특별한 스토리는 아니지만,아이맥스 3D 영화관의 존재가치를 느끼게 해 준 최고의 영화. 감독님이 천재인 듯",casp****
8,2026-03-01 00:24,진따 영상 하나는 기가 맥히네 와,hgdp****
10,2026-03-01 00:18,영화 잘 봤습니다. 굿굿굿,minu****
6,2026-03-01 00:05,아바타 시리즈를 좋아하지 않는데도 왜 외면할 수 없을까,andr****
10,2026-02-28 23:53,3편중 가장좋아하는 물의 길,ange****
6,2026-02-28 23:45,큰 화면에서 보니 좋았음,sall****
6,2026-02-28 23:43,웅장하고 광활한 cg의 존재감 외에는 별 볼 일 없는,song****
10,2026-02-28 23:43,아바타는 꼭 특별관에서 보기를,kdl9****
10,2026-02-28 23:29,"인류가 사치스럽게 누리고 있는 영화라는 매체의 가장 극단적인 자만의 결과, 긍정적인 의미로",foxy****
8,2026-02-28 23:28,영상미 화려하고 스토리는 좀 지루함,jane****
10,2026-02-28 23:26,연기력이 보통 대단한게 아님,char****
8,2026-02-28 23:26,영상미는좋은데조금지루,yunj****
10,2026-02-28 23:23,CG 하나로도 표 값 하는 영화,l_y_****
10,2026-02-28 23:23,속편이 나오는 데 12년이 걸린 이유가 판도라 올로케 때문이었구나. 영화관의 존재 이유를 끝내주게 증명해 준 영화.,miss****
10,2026-02-28 23:21,나비족 섭외 어케했을까진짜,fl02****
4,2026-02-28 23:21,경이로운 수중 세계와 가족의 유대를 담은 시각적 혁명.,babo****
8,2026-02-28 23:18,기다린 만큼 기대했는데 기대를 뛰어넘는 영화였다 . . ♡,full****
10,2026-02-28 23:16,13년만에 다시 나옴내가 나이든 만큼(?)영화는 더 세련되어졌다 ㅎㅎ,won0****
10,2026-02-28 23:07,영상미 미쳤고 스토리도 흥미진진했다,qasd****
2,2026-02-28 23:04,쓰레기같다 기술력이야 대단하겠지만 특별하지 않고 사람을 화나게하는 스토리,cast****
8,2026-02-28 22:59,영화관에서 볼 가치가 있는 영상미,hwar****
8,2026-02-28 22:57,2편까진 좋았지.. 천만이 납득되는 명작,leeu****
7,2026-02-28 22:57,21세기 최고의 물 그래픽,ehah****
8,2026-02-28 22:44,긴 러닝타임과 평범한 스토리에도 불구하고 압도적인 cg와 영상미로 시간가는줄 모르고 봤어요,seoh****
10,2026-02-28 22:35,물의 길 부제 그대로 끝까지,mist****
10,2026-02-28 22:27,영화로서의 완성도가 높았다,haru****
10,2026-02-28 21:51,무조건 영화관에서 봐야함 씨지와 연출이 아름다워요,gold****
8,2026-02-28 21:45,재미있어요 재미있어요,mumu****
8,2026-02-28 21:44,잘봤어요 재밌었습니다,jke1****
8,2026-02-28 21:20,아바타 물의길 즐겁게 관람했습니다,cool****
9,2026-02-28 21:09,"아바타: 물의 길 (Avatar: The Way of Water, 2022)",alwa****
8,2026-02-28 20:59,잘 봤습니다. 별점으로 평가드릴게요.,reim****
8,2026-02-28 20:47,극장의 존재 이유. 마스터피스.,just****
10,2026-02-28 20:45,휼륭한 2부~ 역시 아바타는 아바타~,rebo****
6,2026-02-28 20:35,속편은 이제 안 봐도 될 것 같아요,seco****
10,2026-02-28 20:31,영상미랑 액션이 좋았어요!,ksjo****
10,2026-02-28 20:23,아바타1 이후 얼마나 기다렸던 2부였던가!,dark****
10,2026-02-28 20:20,볼만한 영화 재미있게 봤어요,aapp****
8,2026-02-28 20:19,전편의 서사 구조를 반복하는 단순한 가족 중심의 스토리가 3시간이 넘는 러닝타임을 견디게 하기엔 다소 평이함,real****
8,2026-02-28 20:09,좀 길긴 해도 진짜 그 세계로 간듯한 화려한 그래픽과 웅장한 전투씬. 역시 카메론 감독..,hjy6****
8,2026-02-28 20:05,정말 재밌게 보았던 것 같기도요,hcyo****
10,2026-02-28 19:53,영화관에서 봐야할 영화,sunn****
9,2026-02-28 19:23,아름다운 바다와 물.. 황홀한 cg,yuri****
10,2026-02-28 19:18,영화 잘 봤습니다 괜찮은 영화네요,star****
10,2026-02-28 19:18,인상깊게 잘 봤습니다!,jama****
8,2026-02-28 19:10,물 좋아해서 씨지보는 재미가 있었음. 스토리는 엄청 특별할 건 없지만 재밌는 스토리,shj8****
10,2026-02-28 18:57,이 영화에 개연성은 필요없다 영상미 하나로 완벽,dmfh****
9,2026-02-28 18:53,아바타 1 안보고가도 충분히 재미있게 봤습니다 이제 아이들도 나오는데 안타까운 일도 나오지만 액션신이나 다른 해양 생물들 나오는거 좋았어요 다음편이 기대되네요,mm80****
6,2026-02-28 18:52,새로운 부족과 아름다운 cg의 연속,bear****
7,2026-02-28 18:30,1편의 경이는 너무 오래되었다,gamb****
8,2026-02-28 18:21,좋은 영화 감사합니다!,tats****
8,2026-02-28 18:18,전작과는 또다른 압도적 화면,pers****
8,2026-02-28 18:14,물구경 실컷했어요 워터파크 갈 필요 x,uh06****
10,2026-02-28 18:02,재밌습니다 또보러 올게요,djds****
7,2026-02-28 17:57,영상미는 여전한데 너무 평면적인 시나리오가 흠.,mani****
8,2026-02-28 17:48,영상미는 좋다 영상미만 좋다,eunh****
10,2026-02-28 17:42,역시 훌륭한 감독의 훌륭한 작품임 추천함,kumi****
3,2026-02-28 17:00,기다림에 대한 보답은 커녕 발전조차 없는 영화,sybb****
8,2026-02-28 16:51,아바타는 영상미와 OST,uu77****
10,2026-02-28 16:41,아바타 물의길 재밌었어요,rose****
7,2026-02-28 16:37,너무 늦게 온 속편. 그래도 반갑다.,na4o****
8,2026-02-28 16:03,화려한 영상미가 좋았다,chgo****
8,2026-02-28 15:46,감독의 연출과 배우들의 연기가 좋았다.,kuyo****
10,2026-02-28 15:33,영화관에서 봐야하는 영화,rkfd****
9,2026-02-28 15:22,영화관에서 웅장하게 보면 좋은영화입니다.,karu****
8,2026-02-28 14:35,해양다큐 보는 줄...돌비시네마가 최적임,shou****
8,2026-02-28 14:26,과연 어디까지 발전할것인지 정말 궁금해지는~~ 그저 감탄하게 되네여~~~~,sala****
8,2026-02-28 14:05,볼거리는 여전히 화려하지만 부실한 스토리..,poos****
